X,Y,OBJECTID,LAYER_ID,ATR_NUMBER,ROUTE_NUMBER,ROUTE_DIR_ID,START_ACCUM,LOCTEXT,CNTY_NAME,LATITUDE,LONGITUDE,YEAR_EST,YEAR_DSC,CreationDate,Creator,EditDate,Editor,GlobalID,SENSOR1
-12482458.21,4755765.982,16,56,-313,15,1333,187.083,I 15   1 mile S of Scipio Int.  MP 187.083  FC 01,Millard,39.23762001,-112.1318299,1941,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{EDD82486-4DB3-4779-AC64-124F70592A28},NID
-12471974.26,4955545.947,17,56,-634,85,6660,15.84,SR 85  7600 South Mountainview Corridor  MP 15.840  FC 12,Salt Lake,40.61381967,-112.037651,2014,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{B1A3C0C3-40A3-4E74-AD34-FF6622F79FD9},NID
-12400865.49,5152986.735,18,56,-362,89,1384,498.231,"SR 89   0.2 mile W of SR 30,  Garden City  MP 498.231  FC 02",Rich,41.94662004,-111.39887,1950,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{2A6C0E39-0DC9-4CD6-8D46-1D4C8BCEACBE},NID
-12446959.17,5160740.539,19,56,-303,91,324,45.24,"SR 91   1.5 miles N of SR 61,  Webster Jct  MP 45.240  FC 06",Cache,41.9984051,-111.8129367,1959,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{C50C94BB-1072-4533-BC21-CCD2A5EF5915},NID
-12487225,5137406.776,20,56,-310,15,1333,389.341,I 15   3 miles S of Plymouth Int.  MP 389.341  FC 01,Box Elder,41.84243943,-112.1746507,1944,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{43DF8CF6-F731-403B-B876-9072AF40970B},NID
-12496723.75,5124014.098,21,56,-614,84,1381,36.64,I 84   3.2 miles W of Bothwell Int.  MP 36.640  FC 01,Box Elder,41.752749,-112.2599795,2002,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{C094623B-7944-436D-96BC-700CF3FFB155},NID
-12451318.82,5121430.162,22,56,-620,30,1343,109.1,"SR 30   W of 600 W,  Logan  MP 109.100  FC 14",Cache,41.73543001,-111.8521,2005,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{1F039DD3-445B-4FA2-BA9E-C2AEF0D2F25D},NID
-12449390.76,5115281.593,23,56,-622,165,345,9.35,"SR 165   2121 S,  Millville  MP 9.350  FC 16",Cache,41.69420004,-111.8347799,2009,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{706DE239-2894-4244-95A6-C7ED3C9C9A39},NID
-12457286.93,5109197.584,24,56,-363,91,324,19.899,"SR 91  0.8 mile N of SR 101,  Wellsville  MP 19.899  FC 02",Cache,41.65337697,-111.9057125,1950,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{7CB760EB-D79B-4C99-B907-E2343770E37B},NID
-12473990.15,5078876.551,25,56,-613,15,1333,360.8,I 15   2 miles S of S Brigham Int.  MP 360.800  FC 01,Box Elder,41.44954001,-112.05576,2002,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{D2DE1BFA-2839-4E0B-8B89-6EAD98E013F9},NID
-12464568.06,5042084.78,26,56,-329,89,1384,412.398,"SR 89   3450 S Washington Blvd.,  Ogden  MP 412.398  FC 14",Weber,41.20134,-111.97112,1965,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{A1E7C606-FC0A-4555-93E2-9D53D56E27C0},NID
-12467811.92,5041300.638,27,56,-348,15,1333,341.25,"I 15   0.5 mile S of 31st Street,  Ogden  MP 341.250  FC 11",Weber,41.19603983,-112.0002601,1950,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{9E84052A-D231-4545-93BF-60824E42762B},NID
-12448208.55,5032882.066,28,56,-307,84,1381,92.593,I 84   0.5 mile E of Mountain Green Int.  MP 92.593  FC 07,Morgan,41.13911003,-111.82416,1950,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{4C33153A-45B4-4DE9-BE87-97D7F6FEB07A},NID
-12403593.83,5009406.444,29,56,-309,80,321,168.35,I 80   1 mile East of Echo Jct.  MP 168.350  FC 01,Summit,40.98009717,-111.4233792,1967,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{7363317A-66A8-4160-8799-08096304FDE6},NID
-12400521.51,4997240.919,30,56,-318,80,321,161.501,I 80   1 mile W of Coalville Int.  MP 161.501  FC 01,Summit,40.89754241,-111.3957801,1950,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{410F4662-53AC-4FDB-968D-8013EB47C881},NID
-12496324.18,4968601.604,31,56,-615,80,321,100,"I 80   0.5 mile E of SR 36 Mills Jct.,  Tooele  MP 100.000  FC 01",Tooele,40.70279,-112.25639,2003,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{C4763F5A-AE2F-4D35-A126-2AE4B0372ABF},NID
-12456319.28,5008927.648,32,56,-625,67,6369,11.418,SR 67  Legacy Parkway  MP 11.418  FC 12,Davis,40.97685003,-111.89702,2010,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{084A3406-4EEE-4C09-81A8-F4A1E7B6CF58},NID
-12455714.82,5006032.196,33,56,-315,15,1333,321.96,I 15   1.8 miles S of Lagoon Drive Int.  MP 321.960  FC 11,Davis,40.95721,-111.89159,1944,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{AAA45188-E565-4C42-9BEC-1DC9A05FEF4F},NID
-12464564.73,5022307.427,34,56,-612,15,1333,331.071,"I 15   N of SR 126 Int.,  Layton  MP 331.071  FC 11",Davis,41.06752997,-111.9710901,2003,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{803DA643-BC7E-498E-A42B-E3E0227819C7},Under Construction
-12408513.28,4964954.372,35,56,-606,248,1279,2.561,"SR 248   0.5 mile W of SR 40,  Park City  MP 2.561  FC 02",Summit,40.67794717,-111.4675713,2000,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{527575C2-116A-4116-8CBF-39BEC4346C9C},NID
-12417072.59,4966633.13,36,56,-605,224,357,8.92,"SR 224   0.1 mile N of Canyons Resort Drive,  Park City  MP 8.920  FC 02",Summit,40.68938304,-111.5444609,2000,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{BEC87CB4-68B9-4BFA-8924-DEEB0113B4BC},NID
-12443497.51,4956246.975,37,56,-322,190,404,2.46,SR 190   Mouth of Big Cottonwood Cyn.  MP 2.460  FC 16,Salt Lake,40.61859997,-111.78184,1955,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{F41B5507-A9CF-4268-B26C-52BFEC7F0D41},NID
-12457086.41,4953247.525,38,56,-630,15,1333,296.4,"I 15  8550 South, Midvale  MP 296.400  FC 11",Salt Lake,40.59814433,-111.9039112,2014,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{D47A4028-7C6F-4EFF-A0E7-237D36A731C1},NID
-12465140.25,4955758.634,39,56,-627,154,1426,13.004,SR 154  7700 S Bangerter Highway  MP 13.004  FC 14,Salt Lake,40.61527001,-111.97626,2013,0,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,2020/12/14 10:47:25+00,psidwell@utah.gov_uplan,{A1156C60-B16C-4F1A-B497-98A00C618FDB},NID
-12201154.16,4665659.026,40,56,-421,191,350,129.989,"SR 191   0.2 mile N of SR 279,  Moab  MP 129.989  FC 02",Grand,38.60788453,-109.6048327,2004,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{C22870FE-2A7B-4C33-A7A2-FE4EDADC2F25},NID
-12272385.78,4718478.13,41,56,-404,70,1370,156.869,"I 70   1 mile W of SR 6 Int.,  Green River  MP 156.869  FC 01",Emery,38.97770236,-110.2447172,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{577A5E1F-2A13-4DFB-BABE-0C0C29D67294},NID
-12348603.21,4772806.084,42,56,-427,10,1327,50.294,"SR 10   1 mile N of SR 155,  Huntington  MP 50.294  FC 06",Emery,39.35607999,-110.92939,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{8906FCF7-D6C3-4C92-ACF4-026C03E5A592},NID
-12338080.41,4809361.625,43,56,-507,6,1332,239.232,"SR 6   1 mile N of SR 55 Int.,  Price  MP 239.232  FC 02",Carbon,39.60953135,-110.8348621,1990,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{DC3FDD5B-FE7D-4812-88D0-056A9040926A},NID
-12154622.97,4558968.693,44,56,-324,491,1291,9,"SR 491   9 miles E of SR 191,  Monticello  MP 9.000  FC 02",San Juan,37.85504479,-109.1868358,1963,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{91AC710B-9EA2-4DC9-ABE1-7389BACEC11F},NID
-12507400.46,4444333.703,45,56,-411,89,1384,51.37,SR 89   7 miles E of Kanab  MP 51.370  FC 02,Kane,37.03749003,-112.35589,1959,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{64DB9D61-F363-4F12-BC84-2D02C077BCE1},NID
-12526744.45,4439235.024,46,56,-412,089A,301,0.01,SR 89A  2 miles S of Kanab  MP 0.010  FC 06,Kane,37.00092,-112.52966,1960,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{F341CD90-91B0-4FB7-A02D-85C95FE470F9},NID
-12493964.4,4645724.259,47,56,-415,89,1384,180.244,SR 89   1 mile N of Marysvale  MP 180.244  FC 02,Piute,38.46781112,-112.2351918,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{A19739EB-5F0E-4DAF-9C3F-BF63C4A03F64},NID
-12562243.5,4557741.051,48,56,-513,15,1333,76.32,I 15   1 mile N of S Parowan Int.  MP 76.320  FC 01,Iron,37.84633687,-112.8485534,2002,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{1ABB8648-3E8E-45DD-A639-465D1AC754D8},NID
-12583050.87,4533294.776,49,56,-382,14,1330,1.7,"SR 14   1.7 miles E of SR 130,  Cedar City  MP 1.700  FC 16",Iron,37.67272029,-113.0354692,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{062648CC-B91C-45F2-98DA-52A54B025918},NID
-12580121.7,4463830.88,50,0,-715,9,0,30.587,"SR-9 Quail Ridge Rd., Springdale",Washington,37.17717017,-113.009156,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{BDDE08C2-CA79-4783-B4D2-757E7421E5F7},NID
-12634765.4,4440552.228,51,56,-714,7,6516,6.91,"SR 7, Southern Parkway, St. George  MP  6.910  FC 16",Washington,37.01036927,-113.5000287,2014,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{C9DF660E-6DC4-4E50-ABCB-A133063EC1A0},NID
-12638881.02,4439791.195,52,56,-713,7,6516,4.8,"SR 7, Southern Parkway,  St. George    MP 4.800  FC 16",Washington,37.00490997,-113.537,2014,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{E9BF5C53-FD5E-4EA2-A4C4-D2BB3822968C},NID
-12645063.71,4440868.782,53,56,-712,7,6516,1.337,"SR 7, Southern Parkway,  St. George  MP 1.337  FC 16",Washington,37.01263997,-113.59254,2014,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{D1C983F3-D0B8-42AC-BA0B-70398640379E},NID
-12645615.72,4444591.154,54,56,-400,15,1333,3.06,I 15   1 mile S of Bloomington Int.  MP 3.060  FC 11,Washington,37.03933612,-113.5974988,1959,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{D6DD9C63-3B91-48A9-B820-8C5B763C58EA},NID
-12618562.49,4473035.979,55,56,-401,15,1333,22.581,I 15   1 mile S of Leeds Int.  MP 22.581  FC 01,Washington,37.24302705,-113.3544755,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{2D4E1E6A-BA72-4796-838B-54E05993AF72},NID
-12640078.62,4455513.645,56,56,-621,15,1333,9.5,"I 15   0.43 mile S of Washington Int.,  St. George  MP 9.500  FC 11",Washington,37.117616,-113.5477582,2006,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{DDC4F1FF-EF54-4402-AB80-7056EEF3A255},NID
-12645017.66,4453557.024,57,56,-623,18,304,1.6,"SR 18   Bluff Street,  St. George  MP 1.600  FC 14",Washington,37.10359912,-113.5921264,2009,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{7EA82FA8-BEC9-44AB-ADCD-AE8ED7A1CF89},NID
-12645463.3,4455219.035,58,0,-702,18,0,2.51,SR-18 Bluff St. 425 N. St. George,Washington,37.11550563,-113.5961296,2001,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{F6BCE30E-717B-4A6C-B054-DC8D4762DFC5},NID
-12646050.05,4456872.497,59,0,-716,18,0,3.37,SR-18 Bluff St. ST. George,Washington,37.12734903,-113.6014004,2018,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{C88EE691-51AF-4C72-9AEF-47072DE28BE4},NID
-12646975.26,4456360.331,60,56,-703,8,303,0.64,"SR 8   1313 W Sunset Blvd.,  St. George  MP 0.640  FC 16",Washington,37.1236807,-113.6097118,2001,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{16305135-A72C-409E-9ED7-3B2A531F3962},NID
-12627001.01,4461664.131,61,56,-402,9,1326,1.415,"SR 9   1.3 miles W of SR 318,  Hurricane  MP 1.415  FC 02",Washington,37.16166004,-113.43028,1960,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{AF9C219A-008C-46DE-8CE0-5ED77FFD2258},NID
-12540643.78,4624017.976,62,56,-403,15,1333,112.432,I 15   0.5 mile N of N Beaver Int.  MP 112.432  FC 01,Beaver,38.31497997,-112.6545198,1956,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{83DA1A4E-71C4-443A-BF7F-101876B368BE},NID
-12478788.01,4689054.961,63,56,-508,70,1370,38.732,I 70   1.5 miles NE of W Richfield Int.  MP 38.732  FC 11,Sevier,38.77193003,-112.09886,1991,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{5F4773DA-8E8E-4AD7-BF3B-71AB74360C26},NID
-12451990.07,4714228.614,64,56,-503,89,1384,226.441,"SR 89   0.5 mile S of SR 50,  Salina  MP 226.441  FC 02",Sevier,38.94801999,-111.85813,1990,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{0BBE1D9B-7BED-474B-9D99-3C7772C9FCA7},NID
-12272345.21,4719982.434,65,56,-418,6,1332,299.194,"SR 6   0.7 mile N of I 70,  Green River  MP 299.194  FC 02",Emery,38.98820677,-110.2443527,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{B672EF3D-0BEA-43B0-BC92-8FCB137D0F56},NID
-12452634.61,4799301.014,66,56,-431,28,1342,28.668,"SR 28   1.5 miles S of SR 78,  Levan  MP 28.668  FC 02",Juab,39.53987002,-111.86392,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{F4FC2754-7C17-43DE-BF14-C1646A59C824},NID
-12444032.71,4860875.778,67,0,-638,15,0,242.447,I-15 N. South Santaquin,Utah,39.965126,-111.7866478,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{3D3101AD-87F3-4036-B9DC-5B6C7D333B49},NID
-12443551.67,4862413.514,68,0,-650,6,0,159.728,"100 West Santaquin Via SR-6, Santaquin",Utah,39.9757125,-111.7823265,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{704E05BD-9D30-4184-A63A-F892151F02F0},NID
-12423377.35,4886621.727,69,0,-664,89,0,325.719,Sr-89 In Mapleton,Utah,40.14215717,-111.6010975,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{72182E80-1F5B-4D59-9025-2B302FF28B41},NID
-12428427.08,4887459.502,70,56,-611,15,1333,258.6,"I 15   1 mile S of SR 77,  Springville Int.  MP 258.600  FC 11",Utah,40.14791005,-111.6464601,2002,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{0FB8D56D-1295-43F4-A6DC-1C73DB4CBA2F},NID
-12427149.68,4889384.783,71,0,-646,77,0,7.79,"SR-77 400 S. E. of I-15, Springville",Utah,40.16112883,-111.634985,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{D6C5D759-1266-4CCC-8EC0-8160E6114EAB},NID
-12415977.11,4871506.588,72,56,-312,6,1332,182.39,"SR 6   4.5 miles SE of SR 89,  Moark Jct.  MP 182.390  FC 02",Utah,40.03828002,-111.5346201,1942,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{C170290E-2F65-4FC6-81F1-86A440E9B57E},NID
-12427076.79,4882416.113,73,56,-327,6,1332,174.652,"SR 6   0.2 mile W of Center Street,  Spanish Fork  MP 174.652  FC 14",Utah,40.11327047,-111.6343302,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{2BD666B5-85A2-4A64-9FA1-5ABCD82332FE},NID
-12429322.79,4883551.18,74,0,-653,156,0,1.462,"SR-156 Main st., Spanish Fork",Utah,40.121068,-111.6545063,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{9869829C-68B0-43BB-ABCF-43F1F5E75C26},NID
-12441311.2,4866651.457,75,56,-349,15,1333,246.92,I 15   2 miles N of Santaquin Int.  MP 246.920  FC 01,Utah,40.00488003,-111.7622,1950,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{EE0A90F6-E23B-4782-A8B9-A04C630B3AA8},NID
-12431909.24,4881617.444,76,0,-655,15,0,255.53,I-15 N. of SR 164 South Spanish Fork,,40.10778333,-111.6777408,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{76A39720-90DA-4B5F-89FA-F27874384185},NID
-12439586.89,4870515.689,77,0,-654,178,0,0.49,"SR-178 800 S. E. of 1000 W., Payson",Utah,40.03146464,-111.7467103,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{2A5F07D3-8072-465F-9B3F-D6BFBDF3C837},Under Construction
-12438806.23,4872980.821,78,0,-639,15,0,248.845,"I-15 N. of SR-178, Payson",Utah,40.0484185,-111.7396975,2019,0,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,2020/12/14 10:47:26+00,psidwell@utah.gov_uplan,{FC922B45-88CD-412D-B857-26BE54009A02},NID
